compound,adipose_subcutaneous,adipose_visceral_omentum,adrenal_gland,artery_aorta,artery_coronary,artery_tibial,brain_amygdala,brain_anterior_cingulate_cortex_ba24,brain_caudate_basal_ganglia,brain_cerebellar_hemisphere,brain_cerebellum,brain_cortex,brain_frontal_cortex_ba9,brain_hippocampus,brain_hypothalamus,brain_nucleus_accumbens_basal_ganglia,brain_putamen_basal_ganglia,brain_spinal_cord_cervical_c-1,brain_substantia_nigra,breast_mammary_tissue,cells_cultured_fibroblasts,cells_ebv-transformed_lymphocytes,colon_sigmoid,colon_transverse,esophagus_gastroesophageal_junction,esophagus_mucosa,esophagus_muscularis,heart_atrial_appendage,heart_left_ventricle,kidney_cortex,liver,lung,minor_salivary_gland,muscle_skeletal,nerve_tibial,ovary,pancreas,pituitary,prostate,skin_not_sun_exposed_suprapubic,skin_sun_exposed_lower_leg,small_intestine_terminal_ileum,spleen,stomach,testis,thyroid,uterus,vagina,whole_blood
BRD-U86222656,-0.5000229,0.13670829,-0.33356154,-0.7796194,1.0160863,0.38676077,-0.56795126,-0.28192168,-0.8581728,-0.19418935,-1.1533029,0.6745906,-0.9706474,0.1172075,0.2917889,-0.42005655,1.1918147,-0.13428013,0.333706,0.077035286,0.63054955,0.0,-0.18709321,-0.1895899,0.8930451,-0.7216889,0.468845,1.9744612,0.6535466,-0.32593063,-0.036188737,0.0052126497,1.3911133,-0.86007094,0.473412,-1.0770113,0.06847047,0.96487206,-0.5547583,-0.03340738,-0.36081338,-0.109356195,0.7509936,0.3448876,0.59634954,0.21740775,-0.20104164,-0.08709249,-0.8072806
BRD-U86922168,-0.09361414,-0.44688392,0.4221636,-1.0816734,0.51685214,-0.0479081,0.44664145,0.6113171,0.3327658,-0.11283184,0.18433867,-0.39950314,-0.3296591,0.3204502,-1.1073476,-0.9329648,-0.21819542,-1.0088588,0.18620788,0.26886028,0.19647369,0.10448417,-0.13731107,1.8645432,0.46381453,0.089804806,-0.19062065,-0.48665133,-0.019554984,-0.5290145,0.7856145,0.11725965,0.37846157,-0.009625048,0.11970417,0.78603226,-0.30062786,0.36589065,0.009537082,-0.49837038,-0.2580972,-0.22264688,-0.87125325,-0.38065335,-0.8721671,-0.60772395,0.5668168,-0.4746053,-0.17880806
BRD-U88878891,0.4153152,0.22941107,0.65576416,-0.2812245,-0.050918136,-0.004879719,-0.498216,-0.8591695,0.0,-0.84559786,0.9133903,0.00771745,-0.0010567141,-0.8868308,-0.44603935,-0.8685045,0.33352596,0.38161674,0.18708439,-0.17089708,-1.2202497,0.0,0.122706085,0.45693022,0.15720789,-0.35005274,-0.09489802,0.4057606,-0.37026843,-1.3903104,0.08325772,-0.40854827,-0.38997462,0.89929503,0.11120443,-0.13110782,-1.0388551,0.007819263,0.55428374,0.009483508,1.728895,-0.3733805,-0.11181377,0.51536965,-1.7977793,-0.5584069,0.22345841,-0.4215851,0.30392838
BS-181,-0.17814255,-2.964146,3.7471056,-0.74641675,-1.2085336,-0.6984507,-0.48312157,-1.2960485,0.018163893,-3.2239764,-0.22925118,0.08869662,-1.2143385,-0.0071013854,-2.846052,0.83970654,-0.9821384,-0.87939864,-0.67579484,0.02683335,1.0229877,1.4230858,-0.412901,-1.1968981,1.0550433,-0.61066854,-0.65118235,-0.25590608,0.030586995,-2.9225428,-3.1263738,0.36270678,0.5240821,-2.240434,-0.5242023,-2.057361,-0.2567196,-0.5488268,-1.9529575,-8.8941386e-05,-0.90293986,-3.373033,-0.96404463,-0.7653729,-2.0456066,-1.4446082,0.24903582,0.556107,-2.3013217
BX-795,-2.4361064,-0.058470327,-0.30501884,-2.455043,0.39916572,0.14703143,0.34113902,-0.9357206,3.0492797,-1.8387061,-1.265143,1.3113755,2.056877,0.5172578,-1.4103327,-0.75547796,-0.3728211,-1.0509628,-0.9445151,-0.99108994,-0.18768024,0.0,-0.7776966,-0.82528687,-0.3135537,-0.6277583,-0.4030538,0.18891045,0.7863603,-1.9851385,-1.6128278,-0.4534203,-0.060892746,-0.7414849,-2.317922,-2.8189528,-3.1552386,-2.2414868,-2.726967,0.02207801,0.79921365,-1.5165381,-3.1928208,-1.4145768,-1.6883663,-1.4463307,-0.5000744,-0.5555401,-1.04576
BX-912,-0.65812993,-1.8819971,-1.9279699,-0.6378207,-0.062863864,-0.013314272,1.3825222,0.906392,3.1479354,-0.2307943,-0.18139859,-0.86476046,0.600057,-1.8602518,0.78530616,-1.0425222,-2.6101706,-1.5128382,-2.519378,-0.91423017,1.3598078,-0.019797398,-0.7896062,-1.3813654,-0.5124513,0.5408375,0.13295645,4.2216716,-0.46224672,-3.284527,-0.05830472,-2.635164,0.28361937,2.2393236,0.97106093,-1.4214123,-0.5028209,-1.3950458,0.099124484,-0.7783603,-1.8161763,-1.0604242,-2.027369,-0.9594271,-0.8011184,1.90147,0.066567354,-0.9549365,-0.3567025
BYL719,1.4124312,-0.8255923,-1.766512,0.7719657,-1.2088915,2.4905066,-0.0018828465,-3.109878,-1.5555775,-0.18246195,-0.5464219,0.11706058,0.31837574,0.2662704,-0.5962132,0.66782284,-2.0764549,-3.574428,-3.243979,0.7053328,1.3170674,0.6978288,0.90923804,0.047903065,-0.8074602,-0.33671632,-1.040459,-0.3025098,-1.4476931,-1.1114532,-2.0969472,-2.9250784,2.7588582,1.2993561,0.3802103,-0.7820912,0.6863414,-0.7729309,-0.42740014,1.5796094,-0.1306419,-1.6422793,-1.7107443,0.25700116,-1.4570873,1.5600076,0.29922202,-0.83969134,-0.5839094
C646,0.17636436,-3.0569606,0.5325451,-0.6125432,-0.08240364,0.33864978,0.0,-3.226995,-1.6153705,-0.52878124,-0.13524136,-2.0418503,-2.043649,-0.23264919,-0.8118477,0.06586658,-1.7456568,-0.34481895,-0.26889068,0.5432359,0.84886247,0.0,-1.0509493,-0.93523455,-1.1577853,-2.219614,0.8270553,1.5439498,0.0035193707,-3.263965,-1.6623954,-0.6275808,-0.23808092,-0.38953355,-2.8594306,0.2638759,0.06617339,0.24008138,-3.1293807,-0.35008994,-0.3743435,-2.8469176,-2.3850539,-0.3380075,-1.1144468,1.1483256,0.06536997,-0.007714879,-1.5007094
CC-401,-1.6138177,-1.3836895,-0.06823972,0.41180196,0.02062849,1.9335662,0.004877979,0.60764664,-2.0981076,-0.4764549,-0.81278956,-1.163323,0.23896843,-0.10442432,-0.13442145,0.70727986,4.238363,-1.581602,0.25270543,-1.2477461,-1.0798397,0.0,0.1824124,-2.2554324,-1.6528795,-2.0004752,0.3581184,0.92325723,-1.255668,-2.4423134,0.7032391,-4.9741426,-0.65927416,-0.029420843,-0.83503634,-0.015807863,-0.635094,-2.0004425,-2.4192278,-1.2825451,-0.49866667,0.046776503,0.068882,-1.7139798,-0.16909981,-2.4507265,-3.2968416,-0.05354572,-0.8622306
CG-930,1.6086174,0.0,-0.38940558,0.6572166,0.6823731,-0.42815557,2.4245842,3.5117493,-0.9314739,0.6785891,-0.87494797,0.13982955,-0.70865744,1.642724,-1.5902889,-0.4043281,-1.0615826,1.4357618,0.621857,0.0042819795,1.4618678,0.0,-1.0871328,-0.88911986,0.85172504,0.16412878,1.9437234,-0.5611585,-0.21587636,-0.6965801,-1.0950586,0.20783831,-0.40302366,0.99780923,0.046901666,-0.3452877,-1.7781607,-1.0720308,-0.3794011,1.3959907,0.16797367,-0.3538896,0.31545064,0.47350976,0.8147789,-1.7022773,0.6863632,-1.0860723,0.5366347
CGK-733,1.2822523,-1.2579695,-0.37294,-0.750868,0.24776629,-0.92782295,1.1460145,0.31519812,0.43707007,-1.2340252,-0.30926,-0.8295948,0.51334924,-0.06949813,0.13603337,-0.41964796,-2.098234,2.9392774,-0.43798518,0.87870455,-0.9823368,0.0,-0.6157467,-0.04844204,-0.14970732,-0.43581843,-1.3155833,1.5455018,0.89805806,-2.1189919,-0.49753577,0.002737598,0.3063217,0.29582348,0.37426656,-2.5395582,0.64900905,-0.47205025,-1.2879151,-0.29772985,0.95503306,-2.109468,-1.8371161,2.3613982,-0.07223943,0.12182577,-3.6828632,-1.440836,-2.9979877
CGP-60474,1.1548278,-3.8000207,3.1476274,1.0520326,-0.008861272,-1.2316743,0.110281706,-1.8812233,1.8686934,-1.2004076,-0.26460156,0.36266956,0.18852265,0.30131653,-2.1558037,-0.7351043,-0.7364882,-3.144482,-5.8828845,-0.6434704,-1.704663,0.5278313,-1.2556177,-1.083207,-0.64240646,-1.8041935,-2.0490406,-2.6033323,-0.5483486,-2.6851149,-1.0787706,-4.554951,0.048358947,-3.5082896,-2.1113749,-0.59297556,-1.5566745,-0.12951499,0.28682536,0.0335828,-1.6369182,-3.326424,-0.5306236,0.3048466,0.25004998,0.45813614,0.3256187,-2.735029,0.18273066
CH5424802,0.94576466,0.836435,0.4673936,0.09865979,-0.30894732,-1.4288229,0.35428923,-1.9576821,-0.85920393,-0.101594135,0.603973,-0.57165056,0.27969533,0.9290418,1.3027184,-0.014282732,-0.942341,-1.7609282,-1.5089219,0.5496455,0.8869987,-0.07691478,0.372023,-1.6927483,0.752103,-0.03381675,0.2638145,0.7482491,-1.4519,0.4096798,0.12595238,0.6384301,-2.7023408,1.9878759,-0.40858838,-1.5513839,-0.4768364,-3.2616704,-1.0877892,-0.5933552,-0.34807053,1.1257446,1.1615415,-0.4129038,-1.0843908,0.19415382,-0.32320622,-0.042135924,-0.1558711
CHIR-99021,-2.5956314,1.2190231,-1.5136546,1.1595808,0.16023351,-1.0005815,0.9917091,-2.2826817,1.4456612,-2.2450051,0.52235556,-0.37637314,1.6447171,0.37781847,-2.234114,-0.80557984,4.440979,0.120164454,3.5144494,-0.7292836,2.1398497,-0.52907443,-2.004881,1.4073044,1.5986515,-0.30189952,-4.6659455,1.2555919,-1.4652615,-1.8464017,1.9975464,0.33810943,-0.95744056,0.43623576,-1.0910536,-3.6919363,1.5738496,0.71485686,-1.7115045,-0.53955036,-0.0937556,-0.943788,-1.138869,-0.8406179,0.9466535,-1.2371353,2.467418,0.64897203,1.4607552
CP-724714,1.5781618,-0.7446926,0.7132498,-0.45396262,0.32986042,0.5229188,-0.519771,-0.3559867,0.36737806,-0.73245865,-0.63251483,1.0623897,0.69192195,0.6113112,-0.45105565,-0.5477743,1.0012633,-0.5202344,-1.1150832,0.0001846665,-1.2144119,0.7503425,-0.40751702,-1.1973387,-0.93723965,-1.7687793,0.370263,-1.8112293,0.47383514,-1.6752728,-1.0736514,-0.48323545,-0.11470425,1.7822767,0.37000975,-0.07484295,0.22807007,-0.21188594,-2.640831,1.4656248,1.6357704,-1.0856164,0.12509863,0.29132068,-3.7279558,-1.1077515,0.9087972,-0.1081807,-1.3535259
CP466722,3.9901693,-2.438409,3.2025404,-2.4788783,-1.0906391,0.5856446,-1.6526818,0.93363327,0.1544721,-0.008348365,-0.004668612,3.33575,1.946603,0.4517117,0.6961243,0.010090531,-0.70243776,-1.1407882,-6.52749,-0.9217509,-1.2134444,-0.106685385,-1.2554117,0.40572348,-0.1616412,-0.9555251,1.3061901,-0.23573352,-1.2452346,-2.6918795,0.40284765,0.8220492,-0.1088129,-0.08265736,-1.3675894,-0.7935843,-3.1269772,-0.12715411,1.6008803,2.044943,0.9290907,-0.34686276,-2.2766516,-0.11626556,-1.4465196,-0.98140574,-0.93250793,0.2768468,-2.8381975
CTB,-0.35607252,0.107063934,0.46080658,0.916062,-1.4061388,1.2621932,0.060993772,-2.3228824,0.6312789,0.84620315,0.9976731,-0.67899245,0.046076,0.08038839,3.4007058,0.3980136,0.026200525,-1.5121908,0.72659457,0.94478303,-1.4709538,-0.97514814,-1.1445386,-2.7567167,0.0,-0.729522,-0.99851036,0.9946676,0.42250678,-1.0204219,-0.23632695,1.2930418,0.03475609,-1.7538804,1.2349287,-0.6485239,-0.47304523,0.519494,-0.5423878,0.76776844,1.5236913,-0.6645812,-0.057318233,-0.4447164,-0.32324544,2.8342085,0.79944813,1.0690033,1.3383268
CX-5461,3.7406878,-2.5750217,1.5613526,-2.1339717,-1.905927,0.2907843,1.1991835,2.6650462,-0.25934172,-0.010175293,0.76171863,-0.70523155,2.5995522,2.9025636,-0.10358256,0.29471573,-2.3872705,5.4049315,2.426283,-0.11811705,1.2832931,0.0,1.4463793,2.9560049,1.2035633,-0.49348506,0.9797693,2.9662073,-1.8011135,-2.5207064,-0.51225734,-0.6169344,0.8737191,1.0267426,-1.4397081,-0.18196712,0.22602051,0.26383826,-3.3925688,-0.6327194,0.29452756,-2.168393,-1.4707421,0.41493967,-0.01325282,-0.9427167,1.6851674,-1.2731141,-1.5706658
CYT387,-1.0799503,-2.2477503,-1.0832566,-1.5037594,-1.4763434,-2.0251827,-0.78232396,-0.9640039,-0.87357986,-4.1394815,1.1447464,2.5220745,-1.3860593,-0.86525905,-0.14320059,-1.027319,-0.18573056,-1.189222,-0.19375247,-0.50554097,-1.5443751,-0.03844032,-0.16043356,-1.0841463,0.032178327,-0.0011311396,-2.4010632,-0.12914555,2.9726238,-3.0098166,-2.9106195,-0.62711436,-0.324868,0.87371904,-0.5113405,-2.0472326,3.1489322,0.48561683,-1.6965984,1.2482876,0.42230216,-2.9300358,-3.215779,-0.1835052,-0.51678646,-0.29941162,-0.054590087,-0.58366513,-0.18576823
D-4476,0.6445802,0.0,-5.3073506,0.5997779,-0.4032451,0.14943494,-0.85109186,-1.5106465,-1.4158667,-2.387944,0.027908782,0.293713,2.6180568,0.042972825,-0.03177098,-0.0046809944,1.0522776,-3.6527462,-3.3170705,0.48390353,1.2102919,0.0,-3.1099856,1.3858224,0.2929146,-1.0930997,0.3284203,-0.6023898,-1.2928143,-0.77762926,-0.52901036,1.5193043,0.033553246,0.3751512,0.8044718,-1.5653945,2.947873,0.67986745,0.5299519,1.9909549,-2.5271237,0.35016805,-0.455998,0.75363106,0.93744123,0.64278704,-5.018298,-1.6751502,-0.85450846
DCC-2036,1.5780662,-2.6662202,1.3481736,1.7389251,0.24261723,0.7448646,-0.19638427,2.299774,2.6349142,0.21248873,-0.0073787654,-0.40694818,1.2471004,0.8105279,-0.06863581,0.6426707,-3.0335326,0.96110106,1.7031608,0.9733738,0.11944921,1.0030241,-1.8796496,0.39151233,-2.0636837,0.11079574,1.1272551,-1.7234966,-2.3272097,-0.85762495,-5.5515375,-1.6286888,-0.98842794,-1.5542355,-0.6526703,-0.8760768,-3.035445,-0.6622614,-1.1481854,-0.16554819,-0.74961215,-3.317141,0.2009096,-1.6855649,-2.3921885,-0.85031503,3.7529018,-1.8998514,-1.3180181
EX-527,-0.79293823,0.56320184,-0.014243475,0.0,0.87308896,1.1735171,0.8031056,-0.07016937,0.0,0.7929648,0.0,0.70806783,-0.12631814,-0.72225094,0.7370281,0.0,0.0,-0.90694207,-1.7990419,-1.2461452,1.3077663,1.5139363,0.3622963,0.0,0.7449317,0.010499253,0.390397,-0.5817497,-1.11239,0.0,1.4032782,-2.2304056,0.013630831,0.48211226,0.6391268,0.0,-2.6146996,0.0,0.0,-1.4177672,-0.2502143,0.0,0.0,0.0,-0.26001653,0.34109142,0.0,0.0,0.0
FR-180204,0.075072035,-1.946877,-2.6180236,1.7917364,0.52220285,1.4542426,2.4520407,4.5341935,1.4708598,-3.3459182,-0.57271624,1.9755193,1.7028222,1.0483612,-1.34783,0.055796847,2.2949743,1.854671,-1.626132,0.33271685,2.0728543,0.0,0.7881103,2.5710547,2.0432804,-1.1027871,1.0049447,-0.6287617,0.5657749,-0.3325284,1.2483517,1.3587072,-0.0005956753,0.9223482,0.6140856,1.4573481,-1.2658341,0.74736255,-1.1650901,0.99141777,0.078174785,-0.46995574,0.0,-1.4241781,-0.3841049,-0.10298054,1.0686764,-4.5141726,0.94869137
GDC-0068,-0.16672981,-3.8963876,1.9426336,-0.29241446,-0.6928371,0.8901013,0.69168717,-3.5582623,-2.8915277,-0.7933089,-0.48964792,-0.7746783,1.0267793,0.37934297,-1.2658323,-0.21422708,-0.37315473,-0.5985184,2.2261627,0.27125803,0.3251128,1.6558653,0.7241357,0.1403288,-1.3270524,1.1598469,0.48767507,3.2435873,-2.6893106,-0.7963373,1.204024,0.21591271,-0.14293443,-0.025216974,1.2567487,-0.88211554,-0.116112545,1.1051085,-0.051576067,-0.16714723,0.0778428,0.35415468,-2.0445526,0.3715993,-0.95236754,-0.09264034,-0.86206794,-1.2759342,-0.17302449
GDC-0879,0.4107513,-0.6749034,-3.9633691,-1.1257948,1.1017718,-1.6098843,0.94384736,4.9192004,0.5209199,0.5357317,0.94010323,1.645576,2.8807118,1.4492698,-1.6204345,0.5840784,-0.7003728,3.3423824,-2.2959182,0.42082927,0.76510936,0.6628005,-0.17910159,0.94230443,-0.40873566,-0.5789408,-1.609701,0.3952053,-0.46488395,-1.4139062,-4.760947,0.4731015,1.164032,0.045435764,1.1833464,-1.3585232,0.26223418,-0.23516443,-3.6531434,0.40601218,-0.93253046,-1.8424177,-0.6762277,0.7237755,0.4453863,0.19128555,0.5042206,-1.106915,-2.3364785
GDC-0941,-0.2975899,-3.8466148,4.4107933,-0.3463814,0.04160002,-0.0529953,0.26646703,-3.0488377,0.2695396,-3.4409032,-0.5325187,0.4975851,0.87987775,0.38432884,-4.269844,-0.518261,-0.41404578,-1.8867022,-3.8284416,-0.40826732,-1.8982713,1.2030592,-0.7831278,1.3843538,-0.7173935,-0.5841272,-1.2356561,-0.21346153,2.1564105,-3.9786468,-2.7229488,-3.384716,1.8467581,2.9705646,0.15410942,-0.8990864,-0.28490555,0.97759646,-0.82393116,0.85055053,-0.61641496,-2.5386486,-2.6737635,-0.45920736,-1.3255514,0.109952375,2.066582,-2.3288622,-1.7069507
GDC-0980,2.732427,-4.316262,-1.3053821,1.9760414,-0.667067,1.6713829,-0.266206,-2.1517487,1.445997,-0.18501875,0.5129385,-0.031941958,1.918774,-0.6185558,-1.7534306,0.32727474,-3.1335588,-0.7163979,-4.1194735,-0.9852865,-0.34706298,0.0052200914,0.1511301,-0.9057406,-1.2594172,2.533402,-1.8319567,1.4236773,-1.1531191,-3.4518328,-3.00108,-1.6360184,0.7288106,4.0280833,-2.1037998,-1.0896902,-0.35714674,-0.28957826,-2.041813,2.1508822,2.3127882,-3.2244923,-2.390435,-0.65849334,-2.169437,1.9396453,0.73789054,-2.0049593,-1.6467283
GSK-1059615,1.6711626,-3.0907166,1.3933091,1.6467661,-0.73185277,1.1232625,1.3060343,-1.5109128,0.09473641,0.5598405,1.901264,-0.7093233,1.4152013,0.261116,-3.4844284,0.15636182,-1.6949801,-0.4682037,-0.2911644,-1.1159104,1.8139079,0.15840793,-1.903512,1.042276,0.35408536,2.2719393,0.9946709,-1.8077984,-1.0069798,-4.80519,-0.24756491,-3.0761764,1.0039862,2.2204258,0.040809765,-1.0167327,-2.2327511,-0.1589033,-1.43566,0.62649983,1.8364495,-1.2927636,-2.0991464,-0.11415456,-1.7958641,-1.1888589,2.4590487,-2.2253494,-1.5584793
GSK-1070916,0.6512675,-4.268658,0.07772484,-1.655771,-1.0675783,2.5190523,-0.328908,-1.1386002,-2.2728782,-2.5610356,-0.6596425,-2.4920592,-2.1864836,1.852577,-1.2061707,1.308589,-0.024977598,1.0315222,0.6665046,-0.3002372,-1.3380692,0.104730666,0.00057579594,0.42902243,-1.5117251,0.4442647,-1.6894274,-0.21490613,-2.6275816,-4.449299,-1.2562813,0.49176618,0.563142,-0.3016381,1.368165,0.060124155,3.4214137,0.41161746,-1.8427469,0.014997611,-0.14651264,-0.96828353,-2.28451,-1.0200222,-0.791019,-0.14345089,-0.5412406,-0.28447813,-2.4751937
GSK-1904529A,2.6464596,-4.42423,1.1200595,-0.5960589,0.04295864,1.9263977,-0.12947772,-1.9753019,0.5262426,-0.55630076,1.0575988,-3.6636178,0.18754633,-0.028943202,-0.5716216,0.021116892,0.38315725,-0.15462698,-4.2917237,-2.0043871,0.98219013,0.0,1.034372,0.48238772,-0.19718452,1.3699062,2.2822897,1.1716074,0.117807716,-0.32596496,0.04819217,0.4106009,2.4197483,0.9264428,0.79912937,-0.1724048,-0.09778271,0.6328922,0.35054064,0.70453304,3.0569623,1.5235461,-2.755746,-2.077587,-0.09815705,0.4259065,0.32651693,-1.20452,-0.13006479
GSK-2126458,1.5961317,-4.603632,3.4026377,0.44681588,-1.0568153,1.4259195,1.7067683,-0.5418024,0.2799401,-2.2424586,0.71913195,-2.7023835,1.2807105,0.2694428,-4.6777067,0.08738219,-2.3994396,2.2562184,-1.5334816,0.44873077,-0.41991073,-0.19245794,-2.8979778,-0.14415464,-1.4319756,1.5497478,-2.327986,-1.3684083,-1.5036051,-5.089753,-1.6618218,-2.328086,2.7131977,2.8304112,-1.49018,-0.7663544,1.2994676,0.8228196,-1.0187111,0.1512686,0.6103328,-1.9573314,-3.4069571,-1.9296997,-1.3790594,-0.92359966,1.6232083,-1.6723899,-2.9319549
GSK-2334470,-2.1032307,-2.1954904,1.0475609,-1.6905699,-0.57653177,2.1705916,2.3582802,-1.2382183,0.43062797,-0.86878026,0.48506534,3.4807403,0.14097886,0.6943128,-1.9371638,-0.8692381,0.9102932,3.1341872,-5.27535,0.13698938,1.3423016,-0.109017834,0.83776367,0.028883532,-1.7012954,-0.34175226,0.21678808,-2.6755307,0.76129454,-3.1835546,0.49454436,-0.1571777,1.3095386,-0.3560042,-1.3453423,-2.645144,-3.206163,-2.6066291,-1.1879872,0.44868788,-0.14120634,-2.3828812,-1.6953561,-0.026981847,-1.753429,-0.3040697,1.1406224,-1.0913484,-3.57688
GSK-3-inhibitor-II,-2.35534,-1.7120538,-1.9759425,-1.2422259,-0.8340691,0.1106372,2.031052,-0.12864906,-3.2309597,-0.4357068,0.09208978,0.066199824,-0.6066753,1.4717776,-0.098109014,-0.5229671,-0.09723274,1.5579706,-1.3692728,0.65496093,0.6111724,-1.1278199,-1.1661941,1.4874984,1.1351901,-0.89356226,1.2708642,1.1491556,1.0363902,1.8241569,1.6410476,0.34651694,-0.16544844,-1.6809877,0.21008138,-0.9177298,-0.6615293,0.010742179,-2.8404412,-0.08084747,-3.418836,0.004403307,0.39222637,-3.2203915,-1.4769194,0.66571033,-2.0236742,-0.5967271,-0.005996702
GSK-429286A,0.8254645,1.4804072,-2.3367178,-0.3876082,0.5773453,0.33825237,-0.26862022,-2.8986886,1.1142372,-2.3476124,0.6034472,3.1931462,-3.143341,-1.1319652,-0.33985162,-0.5299142,1.7317262,-0.3170726,-0.5626171,-1.9780663,0.058993213,0.0,-2.1636953,-1.3746033,-0.63623315,0.016081668,1.2103748,-1.3106207,-2.3848433,-2.7716463,0.6659938,1.2958388,-0.12767175,-1.3462001,-0.5998949,-1.1834564,-1.9687876,-1.1602399,0.36727569,0.24818121,1.6453319,0.68945545,1.7803991,-0.59571344,-0.85098046,-0.00412624,-0.23042189,-2.2490003,-0.95843863
GSK-461364,3.7751489,-1.3591063,-1.1997187,-0.8050129,-0.86355436,0.82380337,0.26220718,0.07484569,-0.018428631,-3.6635494,0.09390762,-2.6431599,-0.91443646,2.9562817,-1.1961017,0.2834479,-2.4759777,2.5274522,-4.609913,-0.17160788,-0.3577466,-0.7684138,1.352812,-0.14366157,-2.2193198,-1.7687007,-3.6977,-2.604609,-1.3652736,-1.4415208,-1.5527077,0.4502466,1.101144,1.0231152,0.21016937,-0.6524617,1.0008606,0.42766863,-1.0397081,0.063159704,-0.65174156,0.8483519,0.9113688,-0.3200091,-2.2811098,-1.1278769,-0.5106196,0.51362056,-1.7244731
GSK-690693,0.14631672,-2.5690806,-1.4861851,1.674189,-0.29744786,-0.34402135,1.4217528,-2.174195,-4.004785,-0.3926772,0.4209114,2.7562895,0.58754724,1.576391,-2.6095514,-0.020816496,2.0205743,0.0151157845,-5.23151,-2.0586889,2.1525686,-0.02276405,-1.4278915,1.1399544,-1.3997235,-1.9701167,-0.81169206,-1.4131813,-0.66078967,-0.4105758,-0.24326375,-1.1637663,1.708319,3.1105902,0.9895052,-0.16312517,-0.561644,0.6116022,-0.7613495,-0.31681228,-0.87162375,0.4092122,-0.3934712,-0.15182479,0.31307906,0.08311849,2.995278,-2.3497071,-0.42649227
GSK-J1,0.55375385,2.3276298,0.6659622,-0.81339234,0.0,-0.6659622,0.0,0.0,-0.98604345,0.902274,2.176027,0.0,-1.1661053,-2.0409884,0.0,1.4028766,-1.3080584,1.0928258,2.8531945,-0.67390174,-0.27604902,0.0,0.5768939,-1.958211,0.0,-0.5709493,0.0,0.0,3.5487087,0.0,0.88751173,0.7449317,0.0,-0.093448445,-1.4505719,0.0,0.0,-0.902274,0.79780334,0.0,-0.80021524,0.0,0.11982834,1.6492549,0.055683408,-0.49316335,-2.4877877,1.0497446,0.0
GSK-J2,-1.2388593,1.025933,-1.3738339,0.6673525,0.0,1.5488911,1.5032431,-2.4121282,0.82544947,-0.22474644,0.0,2.9300015,0.3011726,1.3704752,-1.7135843,-0.930826,0.68298674,-1.8842462,-1.2441366,-0.5251579,-1.2019678,1.0872942,-0.65975565,0.6703372,-0.50047827,-0.9448926,2.2762735,-2.1949518,2.889815,2.0037885,1.241015,-1.0185792,1.266434,-0.29372504,0.0,0.07088852,-0.006463907,-0.27034438,0.0,0.3710326,-1.9287373,1.0759465,-0.3705207,-0.30732375,-0.32012254,0.3558337,-1.8028578,-0.17500937,1.9180217
GSK-J4,1.4261123,1.6497241,-0.88054824,-0.23947228,-0.9395261,1.7969195,-1.4383206,1.2615592,-0.6064152,-0.20004892,-0.4843966,-0.14754187,-0.36766648,-0.63377404,-0.6128362,0.56746316,-5.611115,2.0254636,-1.6903203,-0.4148815,2.6781828,0.83216965,1.2795037,2.1045597,1.7569599,-0.6607678,0.75368613,2.2690494,1.1286604,-0.52386206,0.10374323,0.30125728,-0.7671298,0.6450702,1.8633827,-1.9526075,1.0628563,-0.14104855,-0.46744278,1.1728623,-0.92041695,-1.1755453,-1.7153068,0.26385334,-0.9239832,-0.30984333,0.36640835,1.5483996,-1.4671649
GSK1059615,-0.3415862,0.021021226,-0.5076856,-0.14587183,-0.66969347,-0.4874279,-0.49775887,-1.4746623,-3.1517804,-2.6004713,0.013445838,-0.47087127,0.10198137,1.7362145,-1.2837337,-0.9056204,0.28138092,-3.6621006,0.18629558,-1.7442992,-0.8757366,0.0,-0.9654486,-0.849876,-1.846604,-0.19779865,1.4549975,0.21295589,-2.9583805,-0.6946688,0.1826219,-2.0348423,-1.8511596,0.4529776,-1.0218886,-0.054496523,-1.0172355,-1.3225981,-1.513485,0.12161493,-1.8677001,0.53672844,-0.5813439,1.1618053,-0.10910964,-1.3229957,1.7929082,-0.5480891,-1.6865199
GW-5074,0.52200145,0.30455476,-0.5553972,1.1695678,-0.6599198,-0.41359898,0.1986416,-0.491504,0.5917176,0.6011795,-0.097370714,0.8164037,1.4980072,-0.7243321,0.9577821,-0.90670085,-0.2526631,-0.09963613,-0.4075372,0.8410756,1.0938405,-0.059486862,-3.3575375,-1.7620809,-0.05394985,0.6578951,1.3802898,-0.94962376,1.1593312,0.674551,-0.07383685,1.0144212,0.6545375,1.7992295,0.06989941,-1.6799779,1.3391632,-0.107553765,-0.59031063,1.5109086,-0.59591955,-1.6049061,-0.573972,2.234848,-1.8281406,-1.6903093,1.6459225,-0.3624939,-0.5213352
GW-843682X,-2.365912,1.129271,-0.8723679,-1.056638,-1.6451008,0.110921204,-0.6849596,-10.127531,1.1202104,-3.2618527,-0.37323895,-0.94370705,0.12962133,-0.39729902,-0.7108446,0.3994813,-2.2916157,1.4935017,2.373544,-0.7409396,-1.557177,0.019976165,-2.265974,0.2869707,-0.86484087,1.2599651,-1.2670083,0.43921235,-0.6808652,-1.795069,0.07614299,-1.1236688,-0.4896048,0.28992224,-2.6443624,-1.6034058,3.0021899,-0.25833496,-4.358636,0.27825883,-1.1872548,-0.039209288,1.7799981,-2.6631901,0.9751295,0.95174414,-0.35983372,0.119494274,-0.22019674
